Zone1,Surface
SCERM44_2015_2016_Dry_ALL,,,,0.0879,0.0596,0.0669,0.1103,0.0405,0.0630,0.0652,0.0801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.0412,0.0488,0.0429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0535,0.0517,0.0420,0.0466,0.0924,0.0277,0.0238,0.0314,0.0527,0.0663,0.1321,0.0547,0.0873,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0378,0.0597,0.0343,0.0541,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.0953,0.0748,0.0152,0.0639,0.0527,0.0856,0.0534,0.0381,0.0417,0.0813,0.2366,0.3213,0.1963,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0497,0.0385,0.0302,0.0308,0.0890,0.0484,0.0432,0.0376,0.0286,0.0373,0.1225,0.0531,0.0597,,




Zone2,Surface
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.1641,0.1314,0.1051,0.1477,0.0544,0.0826,0.0635,0.1200,0.1445,0.1205,0.2323,0.2127,0.1873,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.0687,0.0712,0.0526,0.0749,0.0449,0.0585,0.0415,0.0569,0.0574,0.1011,0.2058,0.2015,0.1836,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.1660,0.1268,0.1116,0.1766,0.0624,0.0952,0.1039,0.1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.0788,0.0822,0.0700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0508,0.0556,0.0440,0.0657,0.1141,0.0368,0.0298,0.0421,0.0951,0.1049,0.1025,0.0498,0.1072,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0547,0.1163,0.0545,0.0933,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.0841,0.1018,0.0317,0.0778,0.0529,0.0929,0.0607,0.0399,0.0592,0.1120,0.2200,0.3388,0.1860,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0426,0.0283,0.0189,0.0288,0.1103,0.0707,0.0614,0.0490,0.0364,0.0753,0.0895,0.0416,0.0593,,


Zone2,Bottom
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.1588,0.1283,0.1068,0.1414,0.0541,0.0820,0.0626,0.1144,0.1428,0.1218,0.2300,0.2163,0.1867,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.0786,0.0736,0.0558,0.0719,0.0447,0.0579,0.0413,0.0571,0.0576,0.1009,0.2057,0.2048,0.1830,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.1629,0.1264,0.1111,0.1635,0.0639,0.0903,0.1061,0.1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.0877,0.0844,0.0719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0506,0.0572,0.0506,0.0649,0.1139,0.0368,0.0297,0.0421,0.0925,0.1038,0.1008,0.0493,0.1066,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0553,0.1198,0.0654,0.0925,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.0852,0.1016,0.0379,0.0744,0.0527,0.0923,0.0604,0.0390,0.0590,0.1116,0.2196,0.3394,0.1854,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0424,0.0344,0.0234,0.0290,0.1101,0.0707,0.0613,0.0490,0.0359,0.0752,0.0878,0.0411,0.0615,,




Zone3,Surface
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.1538,0.1255,0.1010,0.1261,0.0563,0.0788,0.0507,0.1075,0.1209,0.1442,0.1809,0.2468,0.2092,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.1029,0.0863,0.0618,0.0695,0.0453,0.0593,0.0380,0.0605,0.0757,0.0978,0.1433,0.2331,0.2085,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.1400,0.1235,0.1028,0.1184,0.0726,0.0926,0.0988,0.1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.1147,0.0981,0.0784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0585,0.0747,0.0545,0.0735,0.1080,0.0374,0.0298,0.0418,0.0743,0.1391,0.1158,0.0657,0.0920,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0620,0.1208,0.0674,0.0831,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.1181,0.0985,0.0694,0.0712,0.0542,0.0943,0.0555,0.0778,0.0830,0.0975,0.1532,0.2199,0.2127,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0493,0.0514,0.0299,0.0313,0.1094,0.0712,0.0601,0.0511,0.0596,0.0758,0.1068,0.0507,0.0679,,


Zone3,Bottom
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.1331,0.1134,0.0916,0.0976,0.0557,0.0766,0.0508,0.1033,0.1178,0.1322,0.1715,0.2305,0.2048,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.1107,0.0821,0.0607,0.0597,0.0454,0.0584,0.0387,0.0617,0.0753,0.0933,0.1400,0.2151,0.2022,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.1264,0.1135,0.0928,0.0908,0.0808,0.0866,0.0935,0.1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.1168,0.0927,0.0731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0657,0.0887,0.0742,0.0653,0.1083,0.0372,0.0296,0.0426,0.0726,0.1340,0.1137,0.0774,0.0972,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0843,0.1073,0.0778,0.0799,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.1171,0.0948,0.0689,0.0600,0.0538,0.0943,0.0566,0.0756,0.0819,0.0932,0.1379,0.2091,0.2065,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0553,0.0614,0.0393,0.0342,0.1094,0.0713,0.0607,0.0513,0.0583,0.0749,0.1038,0.0550,0.0683,,




Zone4,Surface
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.1057,0.0911,0.0842,0.0924,0.0580,0.0745,0.0545,0.0667,0.0707,0.0735,0.1077,0.1096,0.2108,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.0946,0.0698,0.0543,0.0546,0.0409,0.0546,0.0397,0.0496,0.0533,0.0568,0.0801,0.0922,0.1905,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.0997,0.0854,0.0817,0.0860,0.0825,0.0743,0.0656,0.0629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.1015,0.0776,0.0647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0825,0.0761,0.0697,0.0766,0.0965,0.0434,0.0448,0.0490,0.0605,0.0743,0.0993,0.0937,0.0785,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0908,0.0896,0.0734,0.0698,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.0935,0.0732,0.0643,0.0570,0.0495,0.0775,0.0566,0.0571,0.0553,0.0577,0.0730,0.0829,0.2177,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0741,0.0581,0.0421,0.0336,0.1111,0.0707,0.0612,0.0477,0.0632,0.0646,0.0936,0.0819,0.0717,,


Zone4,Bottom
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.0865,0.0774,0.0675,0.0645,0.0560,0.0698,0.0500,0.0534,0.0637,0.0636,0.0825,0.0973,0.1411,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.0826,0.0618,0.0483,0.0439,0.0387,0.0521,0.0344,0.0413,0.0488,0.0503,0.0648,0.0816,0.1236,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.0855,0.0761,0.0681,0.0636,0.0682,0.0628,0.0538,0.0546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.0850,0.0677,0.0560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0842,0.0644,0.0541,0.0544,0.0922,0.0446,0.0455,0.0452,0.0526,0.0678,0.0832,0.0830,0.0713,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0879,0.0681,0.0551,0.0524,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.0844,0.0671,0.0561,0.0476,0.0463,0.0722,0.0488,0.0472,0.0516,0.0522,0.0613,0.0743,0.1228,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0807,0.0565,0.0376,0.0330,0.1045,0.0667,0.0620,0.0432,0.0506,0.0580,0.0729,0.0707,0.0594,,




Zone5,Surface
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.0557,0.0547,0.0545,0.0624,0.0525,0.0544,0.0417,0.0389,0.0386,0.0407,0.0504,0.0588,0.1253,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.0550,0.0490,0.0439,0.0437,0.0345,0.0408,0.0283,0.0318,0.0335,0.0371,0.0454,0.0540,0.1033,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.0548,0.0537,0.0523,0.0551,0.0530,0.0456,0.0354,0.0377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.0555,0.0513,0.0478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0836,0.0619,0.0545,0.0510,0.0689,0.0469,0.0525,0.0416,0.0387,0.0430,0.0589,0.0566,0.0551,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0866,0.0645,0.0584,0.0496,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.0520,0.0486,0.0458,0.0439,0.0431,0.0526,0.0370,0.0338,0.0354,0.0396,0.0451,0.0536,0.0968,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0825,0.0467,0.0350,0.0314,0.0934,0.0556,0.0581,0.0408,0.0390,0.0418,0.0533,0.0533,0.0494,,


Zone5,Bottom
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.0527,0.0502,0.0455,0.0455,0.0383,0.0398,0.0317,0.0335,0.0362,0.0389,0.0467,0.0574,0.0762,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.0526,0.0463,0.0403,0.0378,0.0284,0.0308,0.0237,0.0285,0.0321,0.0359,0.0430,0.0531,0.0705,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.0532,0.0511,0.0477,0.0457,0.0448,0.0391,0.0314,0.0352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.0527,0.0478,0.0426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0668,0.0449,0.0370,0.0340,0.0387,0.0376,0.0400,0.0324,0.0348,0.0411,0.0516,0.0522,0.0534,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0676,0.0459,0.0378,0.0350,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.0509,0.0470,0.0435,0.0390,0.0355,0.0395,0.0294,0.0310,0.0344,0.0387,0.0442,0.0531,0.0708,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0664,0.0440,0.0343,0.0288,0.0420,0.0397,0.0416,0.0313,0.0332,0.0389,0.0457,0.0477,0.0469,,




Zone6,Surface
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.0512,0.0607,0.0807,0.1062,0.0995,0.1017,0.0644,0.0753,0.0713,0.0751,0.0856,0.1102,0.1136,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.0394,0.0450,0.0497,0.0675,0.0390,0.0475,0.0342,0.0443,0.0462,0.0633,0.0744,0.1028,0.1011,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.0496,0.0588,0.0718,0.0791,0.0649,0.0744,0.0459,0.0650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.0504,0.0598,0.0787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0943,0.0826,0.0762,0.0873,0.1142,0.0768,0.0702,0.0654,0.0772,0.0865,0.0776,0.0893,0.1065,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1095,0.0895,0.0768,0.0898,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.0460,0.0507,0.0739,0.0700,0.0543,0.0357,0.0339,0.0645,0.0751,0.0858,0.0848,0.0951,0.1105,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1112,0.0895,0.0790,0.0587,0.0521,0.0535,0.0442,0.0552,0.0793,0.0931,0.0927,0.1098,0.1320,,


Zone6,Bottom
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.0507,0.0598,0.0771,0.0998,0.0963,0.1001,0.0631,0.0743,0.0709,0.0749,0.0857,0.1100,0.1146,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.0405,0.0450,0.0491,0.0637,0.0383,0.0466,0.0338,0.0447,0.0465,0.0634,0.0747,0.1027,0.1027,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.0499,0.0583,0.0699,0.0752,0.0627,0.0711,0.0453,0.0649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.0500,0.0589,0.0747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0956,0.0830,0.0736,0.0834,0.1130,0.0769,0.0701,0.0657,0.0776,0.0870,0.0774,0.0894,0.1063,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1103,0.0900,0.0739,0.0822,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.0461,0.0507,0.0738,0.0695,0.0539,0.0354,0.0339,0.0643,0.0750,0.0857,0.0846,0.0950,0.1105,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1112,0.0895,0.0781,0.0594,0.0515,0.0535,0.0443,0.0552,0.0792,0.0930,0.0924,0.1097,0.1320,,




Zone7,Surface
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.0593,0.0485,0.0545,0.0684,0.0633,0.0748,0.0473,0.0512,0.0478,0.0537,0.0701,0.0835,0.0983,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.0580,0.0459,0.0453,0.0496,0.0357,0.0358,0.0303,0.0406,0.0422,0.0508,0.0682,0.0825,0.0984,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.0608,0.0531,0.0523,0.0560,0.0507,0.0501,0.0384,0.0458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.0589,0.0480,0.0512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1019,0.0759,0.0556,0.0591,0.0820,0.0809,0.0670,0.0513,0.0513,0.0551,0.0615,0.0662,0.0718,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1028,0.0785,0.0586,0.0576,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.0582,0.0496,0.0464,0.0465,0.0429,0.0344,0.0309,0.0418,0.0485,0.0615,0.0796,0.0800,0.0796,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1032,0.0740,0.0482,0.0402,0.0432,0.0551,0.0467,0.0402,0.0486,0.0596,0.0648,0.0719,0.0814,,


Zone7,Bottom
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.0585,0.0475,0.0483,0.0530,0.0496,0.0589,0.0422,0.0439,0.0439,0.0516,0.0679,0.0834,0.0969,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.0578,0.0456,0.0431,0.0432,0.0328,0.0322,0.0292,0.0365,0.0393,0.0490,0.0661,0.0825,0.0975,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.0603,0.0525,0.0493,0.0490,0.0458,0.0445,0.0368,0.0425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.0583,0.0471,0.0468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
