,,Chlamydomonas  (WQ_PHY_GRN) 1.48%,Teleaulax  (Other) 1.33%,Naviculoid (>10um) (WQ_PHY_FDIAT) 0.17%,Naviculoid (>10um) (WQ_PHY_FDIAT) 0.50%)


Sites: ARM,,Summer,Autumn,Winter,Spring
,,Ceratium furca (WQ_PHY_DINO) 41.88%,Skeletonema costatum (WQ_PHY_MDIAT) 48.23%,Cyclotella (WQ_PHY_MDIAT) 76.14%,Cyclotella (WQ_PHY_MDIAT) 56.41%)
,,Cyclotella (WQ_PHY_MDIAT) 34.01%,Ceratium furca (WQ_PHY_DINO) 11.79%,Skeletonema costatum (WQ_PHY_MDIAT) 15.28%,Polykrikos (WQ_PHY_DINO) 16.69%)
,,Coscinodiscus (WQ_PHY_MDIAT) 3.95%,Gyrodinium (>10um) (WQ_PHY_DINO) 9.70%,Polykrikos (WQ_PHY_DINO) 2.16%,Skeletonema costatum (WQ_PHY_MDIAT) 13.03%)
,,Gyrodinium (>10um) (WQ_PHY_DINO) 3.17%,Coscinodiscus (WQ_PHY_MDIAT) 7.77%,Protoperidium pentagonum (WQ_PHY_DINO) 1.51%,GKC (WQ_PHY_DINO) 3.55%)
,,Peridinium (WQ_PHY_DINO) 2.60%,Prorocentrum micans (WQ_PHY_DINO) 4.27%,Gyrodinium (>10um) (WQ_PHY_DINO) 0.68%,Gyrodinium (>10um) (WQ_PHY_DINO) 2.25%)
,,Prorocentrum micans (WQ_PHY_DINO) 2.30%,Prorocentrum dentatum (WQ_PHY_DINO) 4.00%,Plagioselmis  (Other) 0.63%,Coscinodiscus (WQ_PHY_MDIAT) 1.80%)
,,Prorocentrum dentatum (WQ_PHY_DINO) 1.47%,GKC (WQ_PHY_DINO) 2.65%,GKC (WQ_PHY_DINO) 0.58%,Chaetoceros (chains ) (WQ_PHY_MDIAT) 1.06%)
,,Thalassionema (WQ_PHY_MDIAT) 1.11%,Chaetoceros curvateus (WQ_PHY_MDIAT) 0.98%,Scrippsiella  trochoidea (WQ_PHY_DINO) 0.45%,Scrippsiella  trochoidea (WQ_PHY_DINO) 0.72%)
,,Naviculoid (>10um) (WQ_PHY_FDIAT) 1.08%,Protoperidium pentagonum (WQ_PHY_DINO) 0.93%,Cyclotella / Thalassiosira (WQ_PHY_MDIAT) 0.31%,Teleaulax  (Other) 0.59%)
,,GKC (WQ_PHY_DINO) 1.02%,Cyclotella / Thalassiosira (WQ_PHY_MDIAT) 0.80%,Teleaulax  (Other) 0.30%,others (Hetero/Gymno - shrunk) (WQ_PHY_DINO) 0.57%)


Sites: NAR,,Summer,Autumn,Winter,Spring
,,Cyclotella (WQ_PHY_MDIAT) 57.13%,Prorocentrum dentatum (WQ_PHY_DINO) 33.41%,Cyclotella (WQ_PHY_MDIAT) 88.68%,Cyclotella (WQ_PHY_MDIAT) 41.59%)
,,Skeletonema costatum (WQ_PHY_MDIAT) 23.32%,GKC (WQ_PHY_DINO) 21.81%,Skeletonema costatum (WQ_PHY_MDIAT) 4.53%,Scrippsiella  trochoidea (WQ_PHY_DINO) 11.83%)
,,GKC (WQ_PHY_DINO) 2.00%,Skeletonema costatum (WQ_PHY_MDIAT) 19.88%,Plagioselmis  (Other) 0.98%,Skeletonema costatum (WQ_PHY_MDIAT) 9.56%)
,,Rhizosolenia (WQ_PHY_MDIAT) 1.96%,Akashiwo sanguineum (WQ_PHY_DINO) 8.16%,Gymnodinium (small) (WQ_PHY_DINO) 0.73%,Polykrikos (WQ_PHY_DINO) 8.58%)
,,Gyrodinium (>10um) (WQ_PHY_DINO) 1.80%,Gyrodinium (>10um) (WQ_PHY_DINO) 6.73%,Naviculoid (>10um) (WQ_PHY_FDIAT) 0.70%,Protoperidium pentagonum (WQ_PHY_DINO) 7.19%)
,,Peridinium (WQ_PHY_DINO) 1.58%,Prorocentrum micans (WQ_PHY_DINO) 2.38%,Cyclotella / Thalassiosira (WQ_PHY_MDIAT) 0.69%,GKC (WQ_PHY_DINO) 6.17%)
,,Protoperidium pentagonum (WQ_PHY_DINO) 1.43%,Protoperidium pentagonum (WQ_PHY_DINO) 1.12%,Prorocentrum micans (WQ_PHY_DINO) 0.65%,Gymnodinium (small) (WQ_PHY_DINO) 3.20%)
,,Gonyaulax (WQ_PHY_DINO) 1.33%,Scrippsiella  trochoidea (WQ_PHY_DINO) 0.97%,Gyrodinium (>10um) (WQ_PHY_DINO) 0.59%,Gymnodinium (Medium) (WQ_PHY_DINO) 1.78%)
,,Scrippsiella  trochoidea (WQ_PHY_DINO) 0.97%,Cyclotella / Thalassiosira (WQ_PHY_MDIAT) 0.74%,Protoperidium pentagonum (WQ_PHY_DINO) 0.49%,Entomoneis (WQ_PHY_MDIAT) 1.08%)
,,Naviculoid (>10um) (WQ_PHY_FDIAT) 0.82%,Gymnodinium (Medium) (WQ_PHY_DINO) 0.69%,Cryptomonas  (Other) 0.29%,Gyrodinium (>10um) (WQ_PHY_DINO) 1.02%)


Sites: STJ,,Summer,Autumn,Winter,Spring
,,Skeletonema costatum (WQ_PHY_MDIAT) 22.00%,Skeletonema costatum (WQ_PHY_MDIAT) 38.72%,Cyclotella (WQ_PHY_MDIAT) 83.22%,Cyclotella (WQ_PHY_MDIAT) 79.95%)
,,Cyclotella (WQ_PHY_MDIAT) 19.96%,Prorocentrum dentatum (WQ_PHY_DINO) 29.72%,Prorocentrum micans (WQ_PHY_DINO) 2.24%,Skeletonema costatum (WQ_PHY_MDIAT) 7.31%)
,,Peridinium (WQ_PHY_DINO) 18.58%,Prorocentrum micans (WQ_PHY_DINO) 6.88%,Naviculoid (>10um) (WQ_PHY_FDIAT) 1.92%,Peridinium (WQ_PHY_DINO) 3.38%)
,,Gyrodinium (>10um) (WQ_PHY_DINO) 8.85%,Gyrodinium (>10um) (WQ_PHY_DINO) 4.10%,Heterocapsa (>10um) (WQ_PHY_DINO) 1.88%,GKC (WQ_PHY_DINO) 2.23%)
,,Alexandrium (WQ_PHY_DINO) 5.38%,GKC (WQ_PHY_DINO) 3.98%,Gymnodinium (small) (WQ_PHY_DINO) 1.55%,Entomoneis (WQ_PHY_MDIAT) 1.31%)
,,Chlamydomonas  (WQ_PHY_GRN) 4.81%,Akashiwo sanguineum (WQ_PHY_DINO) 3.50%,Gyrodinium (>10um) (WQ_PHY_DINO) 1.23%,Cryptomonas  (Other) 0.93%)
,,Heterocapsa (<10um) (WQ_PHY_DINO) 3.08%,Scrippsiella  trochoidea (WQ_PHY_DINO) 2.34%,Tetraselmis (WQ_PHY_GRN) 0.86%,Plagioselmis  (Other) 0.93%)
,,Scrippsiella  trochoidea (WQ_PHY_DINO) 2.89%,Protoperidium pentagonum (WQ_PHY_DINO) 1.90%,Protoperidium pentagonum (WQ_PHY_DINO) 0.84%,Gyrodinium (>10um) (WQ_PHY_DINO) 0.77%)
,,Gymnodinium (small) (WQ_PHY_DINO) 2.75%,Cyclotella / Thalassiosira (WQ_PHY_MDIAT) 1.75%,GKC (WQ_PHY_DINO) 0.82%,Gymnodinium (small) (WQ_PHY_DINO) 0.73%)
,,Naviculoid (>10um) (WQ_PHY_FDIAT) 2.09%,Coscinodiscus (WQ_PHY_MDIAT) 1.23%,Polykrikos (WQ_PHY_DINO) 0.80%,Naviculoid (>10um) (WQ_PHY_FDIAT) 0.53%)


Sites: KIN,,Summer,Autumn,Winter,Spring
,,Chlamydomonas  (WQ_PHY_GRN) 36.05%,Polykrikos (WQ_PHY_DINO) 24.68%,Cyclotella (WQ_PHY_MDIAT) 89.41%,Cyclotella (WQ_PHY_MDIAT) 31.16%)
,,Scrippsiella  trochoidea (WQ_PHY_DINO) 30.27%,Gyrodinium (>10um) (WQ_PHY_DINO) 14.10%,GKC (WQ_PHY_DINO) 2.22%,Cryptomonas  (Other) 16.99%)
,,Cyclotella (WQ_PHY_MDIAT) 16.16%,Skeletonema costatum (WQ_PHY_MDIAT) 14.04%,Naviculoid (>10um) (WQ_PHY_FDIAT) 2.11%,Scrippsiella  trochoidea (WQ_PHY_DINO) 13.99%)
,,Cryptomonas  (Other) 3.65%,Scrippsiella  trochoidea (WQ_PHY_DINO) 7.80%,Gymnodinium (small) (WQ_PHY_DINO) 1.44%,Naviculoid (>10um) (WQ_PHY_FDIAT) 13.95%)
,,Euglena (Other) 2.62%,Akashiwo sanguineum (WQ_PHY_DINO) 7.10%,Cyclotella / Thalassiosira (WQ_PHY_MDIAT) 0.70%,Gymnodinium (Medium) (WQ_PHY_DINO) 4.77%)
,,Prorocentrum cordatum (WQ_PHY_DINO) 2.17%,Cyclotella (WQ_PHY_MDIAT) 4.90%,Gyrodinium (>10um) (WQ_PHY_DINO) 0.69%,Gymnodinium (small) (WQ_PHY_DINO) 4.04%)
,,Gyrodinium (>10um) (WQ_PHY_DINO) 1.55%,Gymnodinium (small) (WQ_PHY_DINO) 4.17%,Plagioselmis  (Other) 0.66%,GKC (WQ_PHY_DINO) 3.87%)
,,Peridinium (WQ_PHY_DINO) 1.28%,Prorocentrum cordatum (WQ_PHY_DINO) 3.20%,Cylindrotheca  closterium  (WQ_PHY_MDIAT) 0.28%,passive chlorophyte (<3um) (WQ_PHY_GRN) 1.66%)
,,Skeletonema costatum (WQ_PHY_MDIAT) 1.16%,Cyclotella / Thalassiosira (WQ_PHY_MDIAT) 2.86%,Navicula sp. (<10um) (WQ_PHY_FDIAT) 0.27%,Navicula sp. (<10um) (WQ_PHY_FDIAT) 1.49%)
,,Gymnodinium (Medium) (WQ_PHY_DINO) 0.82%,Prorocentrum micans (WQ_PHY_DINO) 2.83%,Oxyrrhis marina (WQ_PHY_DINO) 0.26%,Entomoneis (WQ_PHY_MDIAT) 1.27%)


Sites: SUC,,Summer,Autumn,Winter,Spring
,,Chlamydomonas  (WQ_PHY_GRN) 50.90%,Prorocentrum cordatum (WQ_PHY_DINO) 25.31%,Cyclotella (WQ_PHY_MDIAT) 92.86%,Cyclotella (WQ_PHY_MDIAT) 33.57%)
,,Cyclotella (WQ_PHY_MDIAT) 18.21%,Gyrodinium (>10um) (WQ_PHY_DINO) 23.00%,Cylindrotheca  closterium  (WQ_PHY_MDIAT) 1.71%,Cryptomonas  (Other) 32.91%)
,,Scrippsiella  trochoidea (WQ_PHY_DINO) 9.66%,Cyclotella / Thalassiosira (WQ_PHY_MDIAT) 9.17%,Naviculoid (>10um) (WQ_PHY_FDIAT) 1.34%,Naviculoid (>10um) (WQ_PHY_FDIAT) 11.14%)
,,Peridinium (WQ_PHY_DINO) 8.16%,Skeletonema costatum (WQ_PHY_MDIAT) 8.97%,Gymnodinium (small) (WQ_PHY_DINO) 1.21%,GKC (WQ_PHY_DINO) 4.19%)
,,Euglena (Other) 4.09%,Rhizosolenia (WQ_PHY_MDIAT) 8.09%,GKC (WQ_PHY_DINO) 0.68%,Gymnodinium (small) (WQ_PHY_DINO) 2.61%)
,,Skeletonema costatum (WQ_PHY_MDIAT) 3.85%,GKC (WQ_PHY_DINO) 4.29%,Cyclotella / Thalassiosira (WQ_PHY_MDIAT) 0.51%,passive chlorophyte (<3um) (WQ_PHY_GRN) 2.40%)
,,Gyrodinium (>10um) (WQ_PHY_DINO) 1.10%,Polykrikos (WQ_PHY_DINO) 3.61%,Gyrodinium (>10um) (WQ_PHY_DINO) 0.29%,Gymnodinium (Medium) (WQ_PHY_DINO) 2.33%)
,,Naviculoid (>10um) (WQ_PHY_FDIAT) 1.05%,Prorocentrum micans (WQ_PHY_DINO) 3.34%,Synedra (WQ_PHY_MDIAT) 0.20%,Peridinium (WQ_PHY_DINO) 1.80%)
,,Entomoneis (WQ_PHY_MDIAT) 0.69%,Gyrodinium (<10um) (WQ_PHY_DINO) 2.75%,Plagioselmis  (Other) 0.16%,Navicula sp. (<10um) (WQ_PHY_FDIAT) 1.64%)
,,GKC (WQ_PHY_DINO) 0.47%,Scrippsiella  trochoidea (WQ_PHY_DINO) 1.55%,Oxyrrhis marina (WQ_PHY_DINO) 0.16%,Heterocapsa (>10um) (WQ_PHY_DINO) 1.35%)


