NAR	15/12/2008	B	9.25	NaN	1.1
NAR	29/12/2008	S	11	17.95	1
NAR	29/12/2008	B	9.09	NaN	0.9
NAR	12/01/2009	S	10.45	2.56	0.6
NAR	12/01/2009	B	8.63	NaN	0.6
NAR	27/01/2009	S	8.08	25.93	0.7
NAR	27/01/2009	B	8.28	NaN	0.6
NAR	09/02/2009	S	9.83	21.62	1.3
NAR	09/02/2009	B	10	NaN	1.2
NAR	02/03/2009	S	9.63	11.76	0.6
NAR	02/03/2009	B	8.87	NaN	0.6
NAR	09/03/2009	S	7.82	12.9	0.5
NAR	09/03/2009	B	7.31	NaN	0.8
NAR	23/03/2009	S	8.39	5.71	0.8
NAR	23/03/2009	B	8.04	NaN	0.8
NAR	06/04/2009	S	9.52	12.5	0.7
NAR	06/04/2009	B	9.57	NaN	0.9
NAR	20/04/2009	S	8.84	16	0.7
NAR	20/04/2009	B	7.86	NaN	0.7
NAR	04/05/2009	S	9.3	20	0.7
NAR	04/05/2009	B	9.33	NaN	0.7
NAR	18/05/2009	S	9.25	14.29	1.2
NAR	18/05/2009	B	9.52	NaN	1.2
NAR	02/06/2009	S	12	9.09	0.9
NAR	02/06/2009	B	9.7	NaN	1.1
NAR	15/06/2009	S	13.67	11.43	0.9
NAR	15/06/2009	B	11.61	NaN	1.5
NAR	30/06/2009	S	10.25	11.11	1.7
NAR	30/06/2009	B	10.59	NaN	3.4
NAR	13/07/2009	S	39.47	17.54	2.4
NAR	13/07/2009	B	11.79	NaN	2.1
NAR	27/07/2009	S	47.95	16.36	3.7
NAR	27/07/2009	B	16.52	NaN	1.5
NAR	10/08/2009	S	62.96	24.07	4.9
NAR	10/08/2009	B	17.07	NaN	6.4
NAR	24/08/2009	S	12.77	24.32	3.3
NAR	24/08/2009	B	20.45	NaN	4.3
NAR	07/09/2009	S	23.53	19.23	2.5
NAR	07/09/2009	B	15.11	NaN	2
NAR	21/09/2009	S	18.82	20.9	0.7
NAR	21/09/2009	B	17.5	NaN	0.6
NAR	05/10/2009	S	14.2	18.33	0.9
NAR	05/10/2009	B	9.52	NaN	1.4
NAR	19/10/2009	S	15	19.05	1.1
NAR	19/10/2009	B	10.91	NaN	1.1
NAR	02/11/2009	S	10.43	20	1.3
NAR	02/11/2009	B	8.65	NaN	1.3
NAR	16/11/2009	S	10.56	21.74	0.1
NAR	16/11/2009	B	9.14	NaN	0.1
NAR	30/11/2009	S	8.68	19.05	1.9
NAR	30/11/2009	B	7.63	NaN	2.2
NAR	14/12/2009	S	10.25	16.67	0.9
NAR	14/12/2009	B	8.3	NaN	1.1
STJ	15/12/2008	S	9.19	42.37	0.7
STJ	15/12/2008	B	7.79	NaN	0.8
STJ	29/12/2008	S	9.49	17.54	0.7
STJ	29/12/2008	B	5.23	NaN	0.9
STJ	12/01/2009	S	9.58	1.59	0.7
STJ	12/01/2009	B	6.67	NaN	0.6
STJ	27/01/2009	S	7.6	16	1.1
STJ	27/01/2009	B	5.5	NaN	1.1
STJ	09/02/2009	S	10	22.22	1.5
STJ	09/02/2009	B	7.6	NaN	1.5
STJ	02/03/2009	S	6.25	14.29	1
STJ	02/03/2009	B	4.6	NaN	0.7
STJ	09/03/2009	S	7.98	16.07	0.7
STJ	09/03/2009	B	5	NaN	0.9
STJ	23/03/2009	S	7.9	11.48	1.3
STJ	23/03/2009	B	5.91	NaN	1
STJ	06/04/2009	S	7.79	15.09	1.3
STJ	06/04/2009	B	6.82	NaN	1.4
STJ	20/04/2009	S	7.85	15.56	1.3
STJ	20/04/2009	B	6.8	NaN	0.7
STJ	04/05/2009	S	7.66	19.51	0.9
STJ	04/05/2009	B	6.72	NaN	0.7
STJ	18/05/2009	S	7.56	16.67	1.2
STJ	18/05/2009	B	6.75	NaN	1
STJ	02/06/2009	S	10.86	11.11	1.1
STJ	02/06/2009	B	8.41	NaN	0.9
STJ	15/06/2009	S	16.53	15.91	1
STJ	15/06/2009	B	11.4	NaN	1.1
STJ	30/06/2009	S	26.94	20	1.3
STJ	30/06/2009	B	11	NaN	2.4
STJ	13/07/2009	S	41.3	16.88	3.9
STJ	13/07/2009	B	13.62	NaN	1.5
STJ	27/07/2009	S	47.89	17	2.5
STJ	27/07/2009	B	25.83	NaN	3.4
STJ	10/08/2009	S	53.13	28	6.9
STJ	10/08/2009	B	46.34	NaN	7.5
STJ	24/08/2009	S	15.38	23.94	3.5
STJ	24/08/2009	B	14.44	NaN	4
STJ	07/09/2009	S	26.09	19.74	2.6
STJ	07/09/2009	B	25	NaN	2.4
STJ	21/09/2009	S	17.74	20.83	1.6
STJ	21/09/2009	B	16.67	NaN	0.6
STJ	05/10/2009	S	18.82	18.57	1
STJ	05/10/2009	B	17.86	NaN	1.3
STJ	19/10/2009	S	16.6	25.49	0.7
STJ	19/10/2009	B	10.37	NaN	0.9
STJ	02/11/2009	S	16.92	18.87	0.7
STJ	02/11/2009	B	10.91	NaN	0.9
STJ	16/11/2009	S	9.87	22.5	0.1
STJ	16/11/2009	B	10.14	NaN	0.1
STJ	30/11/2009	S	7.98	30.3	1.4
STJ	30/11/2009	B	5.27	NaN	1.6
STJ	14/12/2009	S	8.3	16.36	0.6
STJ	14/12/2009	B	4.47	NaN	1
KIN	15/12/2008	S	12.43	42.86	0.7
KIN	15/12/2008	B	8.6	NaN	0.3
KIN	29/12/2008	S	10	15	0.8
KIN	29/12/2008	B	8.73	NaN	0.9
KIN	12/01/2009	S	10.91	9.76	0.7
KIN	12/01/2009	B	13.95	NaN	0.9
KIN	27/01/2009	S	9.6	24.59	1
KIN	27/01/2009	B	9.69	NaN	1.3
KIN	09/02/2009	S	15.38	18.57	0.8
KIN	09/02/2009	B	6.32	NaN	1.5
KIN	02/03/2009	S	10.83	16.85	1.8
KIN	02/03/2009	B	12.63	NaN	1.5
KIN	09/03/2009	S	11.83	18.75	1.5
KIN	09/03/2009	B	9.4	NaN	1.3
KIN	23/03/2009	S	11	12.99	1.7
KIN	23/03/2009	B	7.5	NaN	1.4
KIN	06/04/2009	S	13.33	16.44	2.1
KIN	06/04/2009	B	10.57	NaN	2.1
KIN	20/04/2009	S	12.73	15.63	1.3
KIN	20/04/2009	B	9.21	NaN	1.5
KIN	04/05/2009	S	12.88	18.64	1.6
KIN	04/05/2009	B	10.14	NaN	0.9
KIN	18/05/2009	S	11.13	13.56	1
KIN	18/05/2009	B	9.03	NaN	0.6
KIN	02/06/2009	S	14.36	13.21	1.1
KIN	02/06/2009	B	8.86	NaN	1.1
KIN	15/06/2009	S	21.15	14.55	0.9
KIN	15/06/2009	B	14.7	NaN	0.4
KIN	30/06/2009	S	29.27	20.37	0.6
KIN	30/06/2009	B	12.58	NaN	1.6
KIN	13/07/2009	S	46.67	17.65	5.4
KIN	13/07/2009	B	44.68	NaN	4.3
KIN	27/07/2009	S	48.48	19.54	1.9
KIN	27/07/2009	B	50	NaN	2.4
KIN	10/08/2009	S	53.57	21.21	7.5
KIN	10/08/2009	B	28.57	NaN	8.4
KIN	24/08/2009	S	14	20.69	4.1
KIN	24/08/2009	B	11.82	NaN	3.8
KIN	07/09/2009	S	26.83	21.21	3.2
KIN	07/09/2009	B	25.53	NaN	2.8
KIN	21/09/2009	S	17.5	21.54	0.7
KIN	21/09/2009	B	12	NaN	0.5
KIN	05/10/2009	S	22.43	19.05	1.1
KIN	05/10/2009	B	17.31	NaN	1.2
KIN	19/10/2009	S	17.95	26	0.9
KIN	19/10/2009	B	15.8	NaN	0.6
KIN	02/11/2009	S	13.04	20.69	0.8
KIN	02/11/2009	B	18.06	NaN	1.1
KIN	16/11/2009	S	11.49	20.75	0
KIN	16/11/2009	B	12.17	NaN	0
KIN	30/11/2009	S	11.27	23.64	0.8
KIN	30/11/2009	B	10.43	NaN	1.2
KIN	14/12/2009	S	11.31	18.64	0.7
KIN	14/12/2009	B	9.17	NaN	0.7
SUC	15/12/2008	S	14.07	27.14	0.7
SUC	15/12/2008	B	11.62	NaN	0.6
SUC	29/12/2008	S	11.9	19.72	0.5
SUC	29/12/2008	B	12.66	NaN	0.6
SUC	12/01/2009	S	14.44	9.64	0.9
SUC	12/01/2009	B	13.58	NaN	0.7
SUC	27/01/2009	S	10.54	26.56	1.2
SUC	27/01/2009	B	9.8	NaN	0.8
SUC	09/02/2009	S	19.17	20.71	0.7
SUC	09/02/2009	B	24.68	NaN	0.6
SUC	02/03/2009	S	13.83	17.86	0.8
SUC	02/03/2009	B	12.37	NaN	1.3
SUC	09/03/2009	S	12.66	17.81	1.4
SUC	09/03/2009	B	10.73	NaN	0.8
SUC	23/03/2009	S	12.2	13.16	2.1
SUC	23/03/2009	B	8.73	NaN	0.8
SUC	06/04/2009	S	16.42	15.48	2.4
SUC	06/04/2009	B	12.28	NaN	2.3
SUC	20/04/2009	S	12.86	17.24	1.3
SUC	20/04/2009	B	9.88	NaN	1.4
SUC	04/05/2009	S	13.33	20.34	1.5
SUC	04/05/2009	B	10	NaN	1.3
SUC	18/05/2009	S	11.83	17.54	1.3
SUC	18/05/2009	B	10.48	NaN	1.3
SUC	02/06/2009	S	15.74	13.79	1
SUC	02/06/2009	B	10.48	NaN	NaN
SUC	15/06/2009	S	18.03	24.14	0.8
SUC	15/06/2009	B	12.22	NaN	NaN
SUC	30/06/2009	S	25.42	18.92	1
SUC	30/06/2009	B	17.95	NaN	0.9
SUC	13/07/2009	S	43.48	19.51	4.6
SUC	13/07/2009	B	43.48	NaN	4.3
SUC	27/07/2009	S	46.48	21.18	2.4
SUC	27/07/2009	B	44.74	NaN	2.1
SUC	10/08/2009	S	51.72	21.54	7
SUC	10/08/2009	B	50	NaN	7.5
SUC	24/08/2009	S	12.73	24.69	NaN
SUC	24/08/2009	B	12.73	NaN	4.5
SUC	07/09/2009	S	25.58	19.23	3.4
SUC	07/09/2009	B	27.27	NaN	4
SUC	21/09/2009	S	18.18	23.81	0.4
SUC	21/09/2009	B	17.24	NaN	0.7
SUC	05/10/2009	S	21	20.97	2
SUC	05/10/2009	B	20	NaN	1.2
SUC	19/10/2009	S	17.67	27.08	0.1
SUC	19/10/2009	B	16.51	NaN	0.7
SUC	02/11/2009	S	15.85	20.34	0.5
SUC	02/11/2009	B	18.18	NaN	1.1
SUC	16/11/2009	S	13.39	21.57	0.1
SUC	16/11/2009	B	10.27	NaN	0
SUC	30/11/2009	S	14.31	22.64	1
SUC	30/11/2009	B	11.85	NaN	0.8
SUC	14/12/2009	S	10	20.97	1.1
SUC	14/12/2009	B	10.34	NaN	0.7
