ID,wl,U,V,Sal,Temp,TRACE_1,x,y
7415,-20.0,0,0,20,18,0,402979.33583531,6469632.494086799
7416,-20.0,0,0,20,18,0,402966.44933333,6469630.2
7417,-20.0,0,0,20,18,0,402956.60631615,6469640.2007852
7418,-20.0,0,0,20,18,0,402993.56699908,6469638.4886155
7419,0.81,0,0,20,18,0,402947.27031708,6469648.6362384
7420,0.81,0,0,20,18,0,402940.98099845,6469655.069873599
7421,0.81,0,0,20,18,0,402934.6910171,6469661.503329401
7422,0.81,0,0,20,18,0,402928.40181402,6469667.9404881
7423,-20.0,0,0,20,18,0,402920.04042471,6469675.0270469
7424,-20.0,0,0,20,18,0,402910.48706674,6469684.8755443
7425,-20.0,0,0,20,18,0,402903.025,6469693.4466667
7426,-20.0,0,0,20,18,0,402779.87458824,6469727.719052901
7427,-20.0,0,0,20,18,0,402788.3591761,6469735.4727542
7428,-20.0,0,0,20,18,0,402797.55604013,6469743.9369609
7429,-20.0,0,0,20,18,0,402556.75133333,6469681.9366667
7430,-20.0,0,0,20,18,0,402567.98846287,6469680.1983874
7431,-20.0,0,0,20,18,0,402565.03533333,6469681.1333333
7432,-20.0,0,0,20,18,0,402564.93625616,6469684.334179
7433,-20.0,0,0,20,18,0,402560.99085375,6469685.0030418
7434,-20.0,0,0,20,18,0,402556.78352503,6469685.4915784
7435,-20.0,0,0,20,18,0,402539.95398728,6469683.4283873
7436,-20.0,0,0,20,18,0,402551.42166667,6469683.7733333
7437,-20.0,0,0,20,18,0,402548.13335248,6469685.356879701
7438,-20.0,0,0,20,18,0,402553.31366667,6469685.5633333
7439,-20.0,0,0,20,18,0,402544.25585598,6469687.339719799
7440,-20.0,0,0,20,18,0,402540.93975784,6469688.485009
7441,-20.0,0,0,20,18,0,402537.2499654,6469683.8282558
7442,-20.0,0,0,20,18,0,402534.54600023,6469684.2284612
7443,-20.0,0,0,20,18,0,402531.84229927,6469684.6304069
7444,-20.0,0,0,20,18,0,402529.13854017,6469685.0304399
7445,-20.0,0,0,20,18,0,402579.95963594,6469677.323235599
7446,-20.0,0,0,20,18,0,402576.70221257,6469679.9863412
7447,-20.0,0,0,20,18,0,402572.84645189,6469682.311582
7448,-20.0,0,0,20,18,0,402597.20400666,6469668.0527097
7449,-20.0,0,0,20,18,0,402593.67311643,6469670.0894932
7450,-20.0,0,0,20,18,0,402600.98149214,6469666.467508099
7451,-20.0,0,0,20,18,0,402590.79733333,6469671.34
7452,-20.0,0,0,20,18,0,402604.77858921,6469665.2835394
7453,-20.0,0,0,20,18,0,402590.241,6469673.7033333
7454,-20.0,0,0,20,18,0,402588.05533333,6469674.65
7455,-20.0,0,0,20,18,0,402608.42083678,6469664.204785801
7456,-20.0,0,0,20,18,0,402587.72225549,6469678.0419858005
7457,-20.0,0,0,20,18,0,402584.56566667,6469677.6533333
7458,-20.0,0,0,20,18,0,402582.54350403,6469679.713379099
7459,-20.0,0,0,20,18,0,402568.97222234,6469684.0238213
7460,-20.0,0,0,20,18,0,402527.41633333,6469686.0433333
7461,-20.0,0,0,20,18,0,402667.96407887,6469684.4989737
7462,-20.0,0,0,20,18,0,402664.43410284,6469685.1875412995
7463,-20.0,0,0,20,18,0,402671.9980761,6469689.6855937
7464,-20.0,0,0,20,18,0,402668.35503188,6469688.6550443005
7465,-20.0,0,0,20,18,0,402660.94927949,6469686.763833099
7466,-20.0,0,0,20,18,0,402656.559766,6469684.585850701
7467,-20.0,0,0,20,18,0,402651.30689942,6469678.6026168
7468,-20.0,0,0,20,18,0,402652.26445187,6469682.268447099
7469,-20.0,0,0,20,18,0,402648.00175719,6469679.9476048
7470,-20.0,0,0,20,18,0,402645.74562396,6469677.094988099
7471,-20.0,0,0,20,18,0,402652.83417446,6469685.8531804
7472,-20.0,0,0,20,18,0,402657.19991295,6469688.077210201
7473,-20.0,0,0,20,18,0,402674.64658423,6469695.4575768
7474,-20.0,0,0,20,18,0,402678.62092651,6469705.140102
7475,-20.0,0,0,20,18,0,402676.83,6469701.0233333
7476,-20.0,0,0,20,18,0,402673.00646606,6469700.5633392
7477,-20.0,0,0,20,18,0,402680.3752521,6469710.117528799
7478,-20.0,0,0,20,18,0,402686.71266831,6469719.03868
7479,-20.0,0,0,20,18,0,402683.4541153,6469714.38722
7480,-20.0,0,0,20,18,0,402670.42074735,6469694.0622521
7481,-20.0,0,0,20,18,0,402714.15266667,6469720.01
7482,-20.0,0,0,20,18,0,402718.11853811,6469729.1141978
7483,-20.0,0,0,20,18,0,402713.34366667,6469724.7233333
7484,-20.0,0,0,20,18,0,402704.39861898,6469722.4748976
7485,-20.0,0,0,20,18,0,402708.24233333,6469726.8266667
7486,-20.0,0,0,20,18,0,402723.29433333,6469733.1933333
7487,-20.0,0,0,20,18,0,402739.4456771,6469743.506655901
7488,-20.0,0,0,20,18,0,402729.81266667,6469741.43
7489,-20.0,0,0,20,18,0,402723.59276155,6469740.0386513
7490,-20.0,0,0,20,18,0,402732.53183783,6469747.7861321
7491,-20.0,0,0,20,18,0,402758.72366667,6469746.68
7492,-20.0,0,0,20,18,0,402750.86094981,6469747.9101382
7493,-20.0,0,0,20,18,0,402742.93733333,6469749.5633333
7494,-20.0,0,0,20,18,0,402774.76933333,6469740.0366667
7495,-20.0,0,0,20,18,0,402770.07930045,6469746.9117556
7496,-20.0,0,0,20,18,0,402781.81966667,6469740.9933333
7497,-20.0,0,0,20,18,0,402763.49946206,6469753.2297356
7498,-20.0,0,0,20,18,0,402695.24570766,6469721.142172799
7499,-20.0,0,0,20,18,0,402698.42694037,6469727.0239221
7500,-20.0,0,0,20,18,0,402689.00827558,6469725.5049807
7501,-20.0,0,0,20,18,0,402629.3639925,6469664.9186484
7502,-20.0,0,0,20,18,0,402626.59466667,6469665.3966667
7503,-20.0,0,0,20,18,0,402622.12764953,6469664.9203506
7504,-20.0,0,0,20,18,0,402626.018,6469667.6266667
7505,-20.0,0,0,20,18,0,402623.5985387,6469668.6419482
7506,-20.0,0,0,20,18,0,402617.1928641,6469664.7268877
7507,-20.0,0,0,20,18,0,402615.03366667,6469663.1233333
7508,-20.0,0,0,20,18,0,402619.50166667,6469666.2433333
7509,-20.0,0,0,20,18,0,402612.13733065,6469663.7337237
7510,-20.0,0,0,20,18,0,402633.67333333,6469667.5766667
7511,-20.0,0,0,20,18,0,402631.91233333,6469668.99
7512,-20.0,0,0,20,18,0,402629.79866667,6469668.0166667
7513,-20.0,0,0,20,18,0,402638.62602691,6469673.0428975
7514,-20.0,0,0,20,18,0,402636.325,6469671.0933333
7515,-20.0,0,0,20,18,0,402634.39633333,6469672.1033333
7516,-20.0,0,0,20,18,0,402632.22033333,6469671.2566667
7517,-20.0,0,0,20,18,0,402640.88066667,6469675.2366667
7518,-20.0,0,0,20,18,0,402643.779,6469679.1466667
7519,-20.0,0,0,20,18,0,402640.97765465,6469679.719321599
7520,-20.0,0,0,20,18,0,402640.06533333,6469677.3333333
7521,0.81,0,0,20,18,0,403163.03803574,6471264.5153638
7522,0.81,0,0,20,18,0,403151.3291709,6471270.803542401
7523,0.81,0,0,20,18,0,403139.62017745,6471277.088101099
7524,0.81,0,0,20,18,0,403127.91066022,6471283.3727053
7525,-20.0,0,0,20,18,0,402859.06036049,6469706.6284668
7526,-20.0,0,0,20,18,0,402848.63192842,6469713.6890036
7527,-20.0,0,0,20,18,0,402837.61101395,6469720.0756983
7528,-20.0,0,0,20,18,0,402827.48799036,6469726.446525799
7529,-20.0,0,0,20,18,0,402819.92242397,6469735.573703701
7530,-20.0,0,0,20,18,0,402813.25994608,6469745.419164
7531,-20.0,0,0,20,18,0,402889.46933333,6469704.6533333
7532,-20.0,0,0,20,18,0,402879.45222022,6469710.2354317
7533,-20.0,0,0,20,18,0,402867.97380023,6469717.4430874
7534,-20.0,0,0,20,18,0,402805.76184158,6469753.261287999
7535,-20.0,0,0,20,18,0,402904.42733333,6469702.5366667
7536,-20.0,0,0,20,18,0,402896.64333333,6469708.6433333
7537,-20.0,0,0,20,18,0,403042.52000121,6469615.9068887
7538,-20.0,0,0,20,18,0,403027.75331011,6469625.4699492995
7539,-20.0,0,0,20,18,0,403015.02855774,6469635.6888572
7540,-20.0,0,0,20,18,0,403005.49366667,6469643.94
7541,-20.0,0,0,20,18,0,402978.00032759,6469649.256210599
7542,-20.0,0,0,20,18,0,402965.36766667,6469649.61
7543,-20.0,0,0,20,18,0,402989.67666667,6469650.2
7544,-20.0,0,0,20,18,0,402962.94533333,6469657.96
7545,0.81,0,0,20,18,0,402955.40423516,6469661.8299972
7546,-20.0,0,0,20,18,0,403007.83933333,6469653.4766667
7547,-20.0,0,0,20,18,0,402997.96187777,6469661.0898857005
7548,0.81,0,0,20,18,0,402949.56632626,6469668.035558901
7549,0.81,0,0,20,18,0,402943.72907183,6469674.242278799
7550,0.81,0,0,20,18,0,402937.89118381,6469680.443657599
7551,-20.0,0,0,20,18,0,402929.71387578,6469687.0545388
7552,-20.0,0,0,20,18,0,402920.10233333,6469692.2033333
7553,-20.0,0,0,20,18,0,402916.81104026,6469704.221424201
7554,-20.0,0,0,20,18,0,402791.04379875,6469753.130340099
7555,-20.0,0,0,20,18,0,402783.46166667,6469748.15
7556,-20.0,0,0,20,18,0,402798.57666667,6469758.6566667
7557,-20.0,0,0,20,18,0,402565.70707386,6469688.698831599
7558,-20.0,0,0,20,18,0,402561.59809518,6469689.5850839
7559,-20.0,0,0,20,18,0,402569.51501346,6469688.259435
7560,-20.0,0,0,20,18,0,402558.539,6469691.1433333
7561,-20.0,0,0,20,18,0,402556.75266667,6469689.2166667
7562,-20.0,0,0,20,18,0,402553.26006623,6469689.5525646
7563,-20.0,0,0,20,18,0,402538.33686205,6469688.9127723
7564,-20.0,0,0,20,18,0,402549.11365077,6469690.4481876
7565,-20.0,0,0,20,18,0,402545.13903573,6469692.406957599
7566,-20.0,0,0,20,18,0,402541.92472813,6469693.542047099
7567,-20.0,0,0,20,18,0,402539.42404221,6469693.997418799
7568,-20.0,0,0,20,18,0,402535.73492433,6469689.3399075
7569,-20.0,0,0,20,18,0,402533.13235598,6469689.7678877
7570,-20.0,0,0,20,18,0,402530.53041102,6469690.1930817
7571,-20.0,0,0,20,18,0,402527.87734425,6469690.5570469005
7572,-20.0,0,0,20,18,0,402581.19309821,6469682.9778248
7573,-20.0,0,0,20,18,0,402578.17333333,6469682.7233333
7574,-20.0,0,0,20,18,0,402577.30094546,6469685.8549502
7575,-20.0,0,0,20,18,0,402573.956,6469685.13
7576,-20.0,0,0,20,18,0,402572.59366667,6469687.61
7577,-20.0,0,0,20,18,0,402598.442,6469670.6866667
7578,-20.0,0,0,20,18,0,402597.73898048,6469673.8567290995
7579,-20.0,0,0,20,18,0,402594.704,6469672.92
7580,-20.0,0,0,20,18,0,402601.51058745,6469670.0670901
7581,-20.0,0,0,20,18,0,402592.78337918,6469675.6478124
7582,-20.0,0,0,20,18,0,402605.44193761,6469668.843816599
7583,-20.0,0,0,20,18,0,402609.27438469,6469667.678146901
7584,-20.0,0,0,20,18,0,402590.884,6469678.2233333
7585,-20.0,0,0,20,18,0,402612.29633333,6469666.37
7586,-20.0,0,0,20,18,0,402587.46666667,6469681.3033333
7587,-20.0,0,0,20,18,0,402584.88787755,6469682.6158095
7588,-20.0,0,0,20,18,0,402592.104,6469680.35
7589,-20.0,0,0,20,18,0,402590.37113654,6469683.228488
7590,-20.0,0,0,20,18,0,402665.48,6469688.0533333
7591,-20.0,0,0,20,18,0,402664.14666667,6469689.9566667
7592,-20.0,0,0,20,18,0,402661.776,6469689.6866667
7593,-20.0,0,0,20,18,0,402667.61166667,6469691.9333333
7594,-20.0,0,0,20,18,0,402665.20466667,6469692.1166667
7595,-20.0,0,0,20,18,0,402660.17933333,6469691.48
7596,-20.0,0,0,20,18,0,402657.82133333,6469690.9866667
7597,-20.0,0,0,20,18,0,402653.42113108,6469689.3317999
7598,-20.0,0,0,20,18,0,402648.65301734,6469683.635083
7599,-20.0,0,0,20,18,0,402649.10158559,6469687.266885299
7600,-20.0,0,0,20,18,0,402644.58794695,6469681.849480201
7601,-20.0,0,0,20,18,0,402645.03100321,6469685.3036724
7602,-20.0,0,0,20,18,0,402649.68537471,6469690.6204369
7603,-20.0,0,0,20,18,0,402656.10446539,6469693.8664683
7604,-20.0,0,0,20,18,0,402653.72066667,6469692.2633333
7605,-20.0,0,0,20,18,0,402668.45544724,6469698.2489751
7606,-20.0,0,0,20,18,0,402673.21293447,6469708.322234599
7607,-20.0,0,0,20,18,0,402671.56633333,6469704.7
7608,-20.0,0,0,20,18,0,402675.10505025,6469713.175018599
7609,-20.0,0,0,20,18,0,402667.64076166,6469705.5963518
7610,-20.0,0,0,20,18,0,402666.90633333,6469701.7133333
7611,-20.0,0,0,20,18,0,402677.87822717,6469717.8579656
7612,-20.0,0,0,20,18,0,402680.55742384,6469723.2019283
7613,-20.0,0,0,20,18,0,402683.43,6469727.59
7614,-20.0,0,0,20,18,0,402664.63566667,6469696.5666667
7615,-20.0,0,0,20,18,0,402663.62666667,6469694.2033333
7616,-20.0,0,0,20,18,0,402713.815,6469734.5533333
7617,-20.0,0,0,20,18,0,402707.72495253,6469733.2055208
7618,-20.0,0,0,20,18,0,402715.20206433,6469740.4355319
7619,-20.0,0,0,20,18,0,402700.47769684,6469734.094788
7620,-20.0,0,0,20,18,0,402741.18633333,6469755.16
7621,-20.0,0,0,20,18,0,402735.35063946,6469756.7712948
7622,-20.0,0,0,20,18,0,402725.58869024,6469752.380347401
7623,-20.0,0,0,20,18,0,402722.26566667,6469746.92
7624,-20.0,0,0,20,18,0,402717.37433333,6469746.7633333
7625,-20.0,0,0,20,18,0,402728.79766667,6469757.85
7626,-20.0,0,0,20,18,0,402757.336,6469758.2
7627,-20.0,0,0,20,18,0,402751.41866667,6469756.45
7628,-20.0,0,0,20,18,0,402746.18433333,6469759.4633333
7629,-20.0,0,0,20,18,0,402777.41016592,6469755.1306363
7630,-20.0,0,0,20,18,0,402770.45740948,6469761.584838401
7631,-20.0,0,0,20,18,0,402760.8065629,6469765.5161082
7632,-20.0,0,0,20,18,0,402691.45372764,6469731.3302987
7633,-20.0,0,0,20,18,0,402694.459,6469735.6633333
7634,-20.0,0,0,20,18,0,402686.358,6469734.8166667
7635,-20.0,0,0,20,18,0,402681.79200027,6469732.5965473
7636,-20.0,0,0,20,18,0,402627.898,6469669.13
7637,-20.0,0,0,20,18,0,402621.174,6469669.7466667
7638,-20.0,0,0,20,18,0,402619.198,6469668.4
7639,-20.0,0,0,20,18,0,402627.65933333,6469671.3133333
7640,-20.0,0,0,20,18,0,402625.07393166,6469672.4998929
7641,-20.0,0,0,20,18,0,402622.46966667,6469673.5933333
7642,-20.0,0,0,20,18,0,402620.75533333,6469672.11
7643,-20.0,0,0,20,18,0,402614.57356192,6469667.86626
7644,-20.0,0,0,20,18,0,402616.956,6469669.4433333
7645,-20.0,0,0,20,18,0,402630.02805249,6469673.3599057
7646,-20.0,0,0,20,18,0,402636.63,6469675.22
7647,-20.0,0,0,20,18,0,402634.51233333,6469674.46
7648,-20.0,0,0,20,18,0,402636.85790781,6469677.8671322
7649,-20.0,0,0,20,18,0,402632.65766667,6469675.4066667
7650,-20.0,0,0,20,18,0,402641.13903344,6469683.3286539
7651,-20.0,0,0,20,18,0,402637.11893271,6469681.215951099
7652,-20.0,0,0,20,18,0,402638.203,6469683.74
7653,0.81,0,0,20,18,0,403183.941713,6471304.9178883
7654,0.81,0,0,20,18,0,403173.07932029,6471311.1328232
7655,0.81,0,0,20,18,0,403162.21728995,6471317.3479297
7656,0.81,0,0,20,18,0,403151.35407561,6471323.5590069
7657,-20.0,0,0,20,18,0,402857.46659576,6469724.2152799005
7658,-20.0,0,0,20,18,0,402845.9473046,6469730.3327444
7659,-20.0,0,0,20,18,0,402836.1658134,6469736.3739811
7660,-20.0,0,0,20,18,0,402827.91966667,6469741.3933333
7661,-20.0,0,0,20,18,0,402828.39,6469749.3266667
7662,-20.0,0,0,20,18,0,402821.1004194,6469755.659969
7663,-20.0,0,0,20,18,0,402813.00229299,6469763.7480095
7664,-20.0,0,0,20,18,0,402897.72933333,6469717.57
7665,-20.0,0,0,20,18,0,402888.06076159,6469723.102327201
7666,-20.0,0,0,20,18,0,402877.46967707,6469729.5163747
7667,-20.0,0,0,20,18,0,402865.90534839,6469735.5555579
7668,-20.0,0,0,20,18,0,402805.45833333,6469769.1366667
7669,-20.0,0,0,20,18,0,402798.75066667,6469765.7633333
7670,-20.0,0,0,20,18,0,402913.859,6469716.37
7671,-20.0,0,0,20,18,0,402906.47266667,6469721.1066667
7672,-20.0,0,0,20,18,0,403054.51604702,6469631.311840599
7673,-20.0,0,0,20,18,0,403040.68659452,6469638.446293401
7674,-20.0,0,0,20,18,0,403028.13012017,6469647.5197148
7675,-20.0,0,0,20,18,0,403017.987,6469656.11
7676,-20.0,0,0,20,18,0,402979.404,6469662.0133333
7677,-20.0,0,0,20,18,0,402970.61052148,6469667.6133371
7678,-20.0,0,0,20,18,0,402987.93488479,6469670.6677727
7679,0.81,0,0,20,18,0,402962.83611599,6469674.835622599
7680,0.81,0,0,20,18,0,402957.88409569,6469681.0344034005
7681,-20.0,0,0,20,18,0,403021.35133333,6469665.8133333
7682,-20.0,0,0,20,18,0,403014.71566667,6469673.9033333
7683,-20.0,0,0,20,18,0,403005.04366667,6469672.6133333
7684,-20.0,0,0,20,18,0,402998.9465691,6469682.639035
7685,0.81,0,0,20,18,0,402952.93268904,6469687.2329369
7686,0.81,0,0,20,18,0,402947.98126223,6469693.425893401
7687,-20.0,0,0,20,18,0,402939.83706545,6469699.7552876
7688,-20.0,0,0,20,18,0,402929.92733333,6469706.1066667
7689,-20.0,0,0,20,18,0,402931.12533333,6469715.4233333
7690,-20.0,0,0,20,18,0,402923.56099993,6469724.5600457005
7691,-20.0,0,0,20,18,0,402784.95430557,6469763.6179463
7692,-20.0,0,0,20,18,0,402791.882,6469769.0766667
7693,-20.0,0,0,20,18,0,402566.59186084,6469693.2080492005
7694,-20.0,0,0,20,18,0,402563.109,6469693.01
7695,-20.0,0,0,20,18,0,402570.28844826,6469692.941837001
7696,-20.0,0,0,20,18,0,402562.15366667,6469695.3833333
7697,-20.0,0,0,20,18,0,402559.388,6469695.7533333
7698,-20.0,0,0,20,18,0,402557.70166667,6469693.84
7699,-20.0,0,0,20,18,0,402574.109,6469689.6333333
7700,-20.0,0,0,20,18,0,402573.18666667,6469691.93
7701,-20.0,0,0,20,18,0,402554.19599714,6469694.132807
7702,-20.0,0,0,20,18,0,402550.02822224,6469695.4068925
7703,-20.0,0,0,20,18,0,402536.92379587,6469694.4493554
7704,-20.0,0,0,20,18,0,402546.04529104,6469697.524965401
7705,-20.0,0,0,20,18,0,402542.910521,6469698.598875
7706,-20.0,0,0,20,18,0,402540.51143674,6469699.078769099
7707,-20.0,0,0,20,18,0,402538.11216746,6469699.5569302
7708,-20.0,0,0,20,18,0,402534.42302891,6469694.9025469
7709,-20.0,0,0,20,18,0,402531.92255123,6469695.3545845
7710,-20.0,0,0,20,18,0,402528.38346192,6469695.5215623
7711,-20.0,0,0,20,18,0,402581.38146479,6469686.6885563
7712,-20.0,0,0,20,18,0,402585.26248975,6469686.183713599
7713,-20.0,0,0,20,18,0,402576.769,6469689.02
7714,-20.0,0,0,20,18,0,402581.63228206,6469690.466364901
7715,-20.0,0,0,20,18,0,402578.405,6469690.96
7716,-20.0,0,0,20,18,0,402602.206,6469672.9833333
7717,-20.0,0,0,20,18,0,402600.852,6469674.98
7718,-20.0,0,0,20,18,0,402597.20766667,6469677.0666667
7719,-20.0,0,0,20,18,0,402595.086,6469677.47
7720,-20.0,0,0,20,18,0,402602.03241222,6469677.6929873
7721,-20.0,0,0,20,18,0,402598.66436187,6469679.5622878
7722,-20.0,0,0,20,18,0,402605.95733333,6469671.6433333
7723,-20.0,0,0,20,18,0,402604.44666667,6469673.33
7724,-20.0,0,0,20,18,0,402595.0073283,6469680.5315603
7725,-20.0,0,0,20,18,0,402610.31433333,6469670.3733333
7726,-20.0,0,0,20,18,0,402608.61765874,6469673.007914799
7727,-20.0,0,0,20,18,0,402612.67666667,6469670.4466667
7728,-20.0,0,0,20,18,0,402588.41866667,6469685.99
7729,-20.0,0,0,20,18,0,402596.11062593,6469683.900518799
7730,-20.0,0,0,20,18,0,402593.23066667,6469685.0266667
7731,-20.0,0,0,20,18,0,402593.17264814,6469688.0493161
7732,-20.0,0,0,20,18,0,402589.21534846,6469688.9394528
7733,-20.0,0,0,20,18,0,402660.972,6469693.8366667
7734,-20.0,0,0,20,18,0,402658.97566667,6469695.5766667
7735,-20.0,0,0,20,18,0,402650.91842067,6469693.916597799
7736,-20.0,0,0,20,18,0,402645.49479237,6469688.7589684995
7737,-20.0,0,0,20,18,0,402646.01494254,6469692.0882717995
7738,-20.0,0,0,20,18,0,402641.52575876,6469686.7784265
7739,-20.0,0,0,20,18,0,402642.01809423,6469690.235302599
7740,-20.0,0,0,20,18,0,402647.33168952,6469695.5026164
7741,-20.0,0,0,20,18,0,402653.31340134,6469696.9903946
7742,-20.0,0,0,20,18,0,402659.753,6469698.1033333
7743,-20.0,0,0,20,18,0,402657.74866667,6469700.2166667
7744,-20.0,0,0,20,18,0,402654.93866667,6469699.7433333
7745,-20.0,0,0,20,18,0,402663.87366667,6469701.2566667
7746,-20.0,0,0,20,18,0,402662.75833333,6469698.7266667
7747,-20.0,0,0,20,18,0,402667.7759585,6469710.7183277
7748,-20.0,0,0,20,18,0,402669.09736717,6469715.729761099
7749,-20.0,0,0,20,18,0,402671.828101,6469720.6772602005
7750,-20.0,0,0,20,18,0,402663.65766667,6469706.3933333
7751,-20.0,0,0,20,18,0,402662.15233333,6469703.8333333
7752,-20.0,0,0,20,18,0,402662.37753945,6469710.1492051
7753,-20.0,0,0,20,18,0,402674.31216164,6469726.020820901
7754,-20.0,0,0,20,18,0,402675.25910328,6469732.2263731
7755,-20.0,0,0,20,18,0,402707.55692969,6469741.756924201
7756,-20.0,0,0,20,18,0,402701.68866667,6469740.3
7757,-20.0,0,0,20,18,0,402712.26578337,6469751.419239599
7758,-20.0,0,0,20,18,0,402706.71433333,6469747.62
7759,-20.0,0,0,20,18,0,402696.05790222,6469743.954889401
7760,-20.0,0,0,20,18,0,402692.05,6469739.4933333
7761,-20.0,0,0,20,18,0,402744.32597112,6469765.5294717
7762,-20.0,0,0,20,18,0,402736.309,6469763.62
7763,-20.0,0,0,20,18,0,402730.2238664,6469767.2489518
7764,-20.0,0,0,20,18,0,402726.11366667,6469762.56
7765,-20.0,0,0,20,18,0,402717.65585137,6469757.4554688
7766,-20.0,0,0,20,18,0,402720.79966667,6469762.8466667
7767,-20.0,0,0,20,18,0,402752.79433333,6469768.3833333
7768,-20.0,0,0,20,18,0,402776.31332816,6469770.178413
7769,-20.0,0,0,20,18,0,402766.344899,6469773.741774
7770,-20.0,0,0,20,18,0,402759.11033333,6469777.0566667
7771,-20.0,0,0,20,18,0,402751.07552745,6469775.2231458
7772,-20.0,0,0,20,18,0,402686.10277742,6469740.5113127995
7773,-20.0,0,0,20,18,0,402679.73640317,6469740.2077573
7774,-20.0,0,0,20,18,0,402675.11433333,6469737.6433333
7775,-20.0,0,0,20,18,0,402618.49566667,6469673.0166667
7776,-20.0,0,0,20,18,0,402616.67233333,6469671.6966667
7777,-20.0,0,0,20,18,0,402628.548,6469675.65
7778,-20.0,0,0,20,18,0,402626.311,6469675.37
7779,-20.0,0,0,20,18,0,402625.17833333,6469677.5566667
7780,-20.0,0,0,20,18,0,402622.84533333,6469677.72
7781,-20.0,0,0,20,18,0,402621.58733333,6469675.8833333
7782,-20.0,0,0,20,18,0,402618.44134419,6469675.948417599
7783,-20.0,0,0,20,18,0,402613.8076957,6469673.193936099
7784,-20.0,0,0,20,18,0,402632.95100375,6469678.1789579
7785,-20.0,0,0,20,18,0,402629.34327265,6469678.8425479
7786,-20.0,0,0,20,18,0,402633.65470184,6469681.7101719
7787,-20.0,0,0,20,18,0,402638.62966667,6469687.75
7788,-20.0,0,0,20,18,0,402637.12566667,6469685.8366667
7789,-20.0,0,0,20,18,0,402634.28311437,6469685.5770484
7790,0.81,0,0,20,18,0,403201.09661244,6471334.0063517
7791,0.81,0,0,20,18,0,403190.89999768,6471340.7728626
7792,0.81,0,0,20,18,0,403180.70402267,6471347.5414632
7793,0.81,0,0,20,18,0,403170.50797221,6471354.310188599
7794,-20.0,0,0,20,18,0,402854.09354124,6469741.333021901
7795,-20.0,0,0,20,18,0,402844.27914112,6469747.303767299
7796,-20.0,0,0,20,18,0,402835.83166667,6469752.6766667
7797,-20.0,0,0,20,18,0,402836.16066667,6469760.6633333
7798,-20.0,0,0,20,18,0,402828.37477399,6469766.8292366
7799,-20.0,0,0,20,18,0,402820.05879382,6469774.5062445
7800,-20.0,0,0,20,18,0,402812.73510139,6469782.7382491
7801,-20.0,0,0,20,18,0,402805.51266667,6469776.7333333
7802,-20.0,0,0,20,18,0,402907.25133333,6469729.8433333
7803,-20.0,0,0,20,18,0,402897.44577492,6469735.1692314
7804,-20.0,0,0,20,18,0,402886.40017414,6469741.4804626
7805,-20.0,0,0,20,18,0,402874.68248899,6469747.3972624
7806,-20.0,0,0,20,18,0,402862.59138366,6469752.8161966
7807,-20.0,0,0,20,18,0,402799.11733333,6469780.6333333
7808,-20.0,0,0,20,18,0,402789.82748415,6469777.8648417
7809,-20.0,0,0,20,18,0,402916.6970016,6469737.494615099
7810,-20.0,0,0,20,18,0,403066.30242763,6469643.2512804
7811,-20.0,0,0,20,18,0,403053.24636755,6469651.5203154
7812,-20.0,0,0,20,18,0,403040.06917732,6469658.7833232
7813,-20.0,0,0,20,18,0,403031.45733333,6469667.0866667
7814,-20.0,0,0,20,18,0,402978.77826005,6469680.551580301
7815,0.81,0,0,20,18,0,402971.11632182,6469687.294486401
7816,-20.0,0,0,20,18,0,402988.94281803,6469691.806621499
7817,0.81,0,0,20,18,0,402966.99155341,6469693.4741705
7818,0.81,0,0,20,18,0,402962.86830917,6469699.6557866
7819,-20.0,0,0,20,18,0,403035.42233333,6469674.7233333
7820,-20.0,0,0,20,18,0,403031.79613802,6469685.475026401
7821,-20.0,0,0,20,18,0,403018.95866667,6469682.7966667
7822,-20.0,0,0,20,18,0,403011.95847744,6469691.7455752
7823,-20.0,0,0,20,18,0,403007.57052665,6469704.6332604
7824,-20.0,0,0,20,18,0,402996.058,6469701.54
7825,0.81,0,0,20,18,0,402958.74555367,6469705.8371174
7826,-20.0,0,0,20,18,0,402951.00549612,6469712.5026517
7827,-20.0,0,0,20,18,0,402941.6413937,6469723.0256923
7828,-20.0,0,0,20,18,0,402934.56241319,6469736.3138723
7829,-20.0,0,0,20,18,0,402928.45496194,6469748.3818369005
7830,-20.0,0,0,20,18,0,402780.15466667,6469777.0566667
7831,-20.0,0,0,20,18,0,402567.39693209,6469697.79456
7832,-20.0,0,0,20,18,0,402563.52765313,6469698.7529666
7833,-20.0,0,0,20,18,0,402571.54466667,6469696.0166667
7834,-20.0,0,0,20,18,0,402570.62433333,6469698.2033333
7835,-20.0,0,0,20,18,0,402574.64267856,6469694.84974
7836,-20.0,0,0,20,18,0,402560.30866667,6469700.4033333
7837,-20.0,0,0,20,18,0,402558.479,6469698.39
7838,-20.0,0,0,20,18,0,402555.14800199,6469698.7082940005
7839,-20.0,0,0,20,18,0,402577.657,6469693.34
7840,-20.0,0,0,20,18,0,402551.63533333,6469698.68
7841,-20.0,0,0,20,18,0,402550.55366667,6469701.2966667
7842,-20.0,0,0,20,18,0,402547.06919855,6469702.403128
7843,-20.0,0,0,20,18,0,402535.71336357,6469700.0338476
7844,-20.0,0,0,20,18,0,402543.89589625,6469703.6582344
