Site ID,Catchment,Name,Name 2,Var,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
6160263,Esturary,Swan-Canning Estuary - Midswn - NIL,NIL,WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,49,103,78,52,52,52,52,52,50,57,52,40,
6160263,Esturary,Swan-Canning Estuary - Midswn - NIL,NIL,WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160263,Esturary,Swan-Canning Estuary - Midswn - NIL,NIL,WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160263,Esturary,Swan-Canning Estuary - Midswn - NIL,NIL,WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160764,Esturary,Maylands - Swimming Pool,Swimming Pool,Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160764,Esturary,Maylands - Swimming Pool,Swimming Pool,SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,383,404,399,454,396,393,383,377,383,383,403,454,409,414,419,409,407,412,340,
6160764,Esturary,Maylands - Swimming Pool,Swimming Pool,TEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,423,404,399,454,396,393,383,377,383,383,403,454,417,414,419,409,407,412,340,
6160764,Esturary,Maylands - Swimming Pool,Swimming Pool,WQ_NIT_NIT,,,,,,,,,,,,,,,,,,,,,,,28,29,30,,,,,,98,95,84,81,51,74,44,78,79,75,38,31,13,32,33,37,34,44,26,23,
6160764,Esturary,Maylands - Swimming Pool,Swimming Pool,WQ_NIT_AMM,,,,,,,,,,,,,,,,,,,,,,,35,31,15,,,,,,98,92,100,96,85,95,89,85,92,89,45,39,26,35,47,50,45,55,44,30,
6160764,Esturary,Maylands - Swimming Pool,Swimming Pool,WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,423,404,399,454,396,393,383,377,376,383,403,454,417,414,419,409,406,412,340,
6160764,Esturary,Maylands - Swimming Pool,Swimming Pool,WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,,,,,,35,31,37,,,,,,104,106,106,104,103,104,106,106,104,103,78,58,60,54,56,55,55,58,55,40,
6160764,Esturary,Maylands - Swimming Pool,Swimming Pool,WQ_DIAG_TOT_TP,,,,,,,,,,,,,,,,,,,,,,,34,31,37,,,,,,104,106,106,104,104,104,104,106,104,103,78,58,60,54,56,55,55,58,55,40,
6160764,Esturary,Maylands - Swimming Pool,Swimming Pool,WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,49,103,78,52,54,52,52,52,50,57,51,40,
6160764,Esturary,Maylands - Swimming Pool,Swimming Pool,WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160764,Esturary,Maylands - Swimming Pool,Swimming Pool,WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160764,Esturary,Maylands - Swimming Pool,Swimming Pool,WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160930,Esturary,Swan-Canning Estuary - Uprswn - Mulberry Farm,Mulberry Farm,Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160930,Esturary,Swan-Canning Estuary - Uprswn - Mulberry Farm,Mulberry Farm,SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,51,289,271,276,286,303,325,320,323,334,320,310,322,277,
6160930,Esturary,Swan-Canning Estuary - Uprswn - Mulberry Farm,Mulberry Farm,TEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,51,289,274,276,286,303,330,320,323,334,320,310,322,277,
6160930,Esturary,Swan-Canning Estuary - Uprswn - Mulberry Farm,Mulberry Farm,WQ_NIT_NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,
6160930,Esturary,Swan-Canning Estuary - Uprswn - Mulberry Farm,Mulberry Farm,WQ_NIT_AMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,
6160930,Esturary,Swan-Canning Estuary - Uprswn - Mulberry Farm,Mulberry Farm,WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,51,314,271,265,285,303,325,320,323,334,320,310,322,277,
6160930,Esturary,Swan-Canning Estuary - Uprswn - Mulberry Farm,Mulberry Farm,WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,
6160930,Esturary,Swan-Canning Estuary - Uprswn - Mulberry Farm,Mulberry Farm,WQ_DIAG_TOT_TP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,
6160930,Esturary,Swan-Canning Estuary - Uprswn - Mulberry Farm,Mulberry Farm,WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160930,Esturary,Swan-Canning Estuary - Uprswn - Mulberry Farm,Mulberry Farm,WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160930,Esturary,Swan-Canning Estuary - Uprswn - Mulberry Farm,Mulberry Farm,WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6160930,Esturary,Swan-Canning Estuary - Uprswn - Mulberry Farm,Mulberry Farm,WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161086,Esturary,Swan River - Middle Swan Bridge,Middle Swan Bridge,Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161086,Esturary,Swan River - Middle Swan Bridge,Middle Swan Bridge,SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,8,64,346,350,357,311,378,424,393,342,366,354,368,374,290,
6161086,Esturary,Swan River - Middle Swan Bridge,Middle Swan Bridge,TEMP,,2,3,4,4,4,3,4,4,4,3,4,3,3,,2,,,,,,,,,,,,,,,,,,,45,8,64,346,355,357,311,378,424,393,342,366,354,368,374,290,
6161086,Esturary,Swan River - Middle Swan Bridge,Middle Swan Bridge,WQ_NIT_NIT,,,,,,,1,4,4,4,3,3,3,2,,1,,,,,,,,,,,,,,,,,,,,1,10,79,84,82,57,41,45,43,41,45,43,50,38,26,
6161086,Esturary,Swan River - Middle Swan Bridge,Middle Swan Bridge,WQ_NIT_AMM,,2,3,4,4,4,3,4,4,4,3,4,3,2,,2,,,,,,,,,,,,,,,,,,,,2,17,73,83,81,63,39,41,44,45,52,44,52,46,33,
6161086,Esturary,Swan River - Middle Swan Bridge,Middle Swan Bridge,WQ_OXY_OXY,,2,3,4,4,4,3,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,45,8,64,370,350,336,311,378,424,393,342,366,354,368,374,290,
6161086,Esturary,Swan River - Middle Swan Bridge,Middle Swan Bridge,WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,100,104,105,78,52,56,52,52,52,50,56,49,42,
6161086,Esturary,Swan River - Middle Swan Bridge,Middle Swan Bridge,WQ_DIAG_TOT_TP,,2,3,4,4,4,3,4,4,4,3,4,3,3,,2,,,,,,,,,,,,,,,,,,,,2,21,100,104,104,78,52,56,52,52,52,50,56,49,40,
6161086,Esturary,Swan River - Middle Swan Bridge,Middle Swan Bridge,WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,105,78,52,55,52,52,52,50,56,49,42,
6161086,Esturary,Swan River - Middle Swan Bridge,Middle Swan Bridge,WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161086,Esturary,Swan River - Middle Swan Bridge,Middle Swan Bridge,WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161086,Esturary,Swan River - Middle Swan Bridge,Middle Swan Bridge,WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161821,Esturary,Swan River - Kingsley Rd,Kingsley Rd,Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161821,Esturary,Swan River - Kingsley Rd,Kingsley Rd,SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,557,636,618,712,620,628,595,576,536,529,560,625,580,550,544,521,527,546,447,
6161821,Esturary,Swan River - Kingsley Rd,Kingsley Rd,TEMP,,1,,,,,,,,,3,4,3,3,4,2,,,,,,,,,,,,,,,450,620,636,618,712,620,628,595,576,536,529,560,636,580,550,544,521,527,546,447,
6161821,Esturary,Swan River - Kingsley Rd,Kingsley Rd,WQ_NIT_NIT,,1,,,,,,,,,2,3,3,2,2,1,,,,,,,27,25,32,,,,,,92,91,82,80,54,59,38,73,70,78,37,41,30,31,37,37,39,49,27,22,
6161821,Esturary,Swan River - Kingsley Rd,Kingsley Rd,WQ_NIT_AMM,,1,,,,,,,,,2,4,3,2,4,2,,,,,,,31,29,29,,,,,,83,89,104,94,86,93,97,84,83,90,59,44,35,40,45,49,45,52,45,34,
6161821,Esturary,Swan River - Kingsley Rd,Kingsley Rd,WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,620,636,618,712,620,628,601,576,536,529,560,625,580,550,544,521,527,546,447,
6161821,Esturary,Swan River - Kingsley Rd,Kingsley Rd,WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,,,,,,35,37,37,,,,,,97,106,106,104,104,106,106,106,102,103,78,55,58,54,57,59,52,58,54,42,
6161821,Esturary,Swan River - Kingsley Rd,Kingsley Rd,WQ_DIAG_TOT_TP,,1,,,,,,,,,3,4,3,3,4,2,,,,,,,33,37,37,,,,,,96,105,106,103,104,106,105,106,102,103,78,55,58,54,57,59,52,58,54,42,
6161821,Esturary,Swan River - Kingsley Rd,Kingsley Rd,WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,49,103,78,52,55,52,52,52,50,56,49,42,
6161821,Esturary,Swan River - Kingsley Rd,Kingsley Rd,WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161821,Esturary,Swan River - Kingsley Rd,Kingsley Rd,WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161821,Esturary,Swan River - Kingsley Rd,Kingsley Rd,WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161854,Esturary,Swan River Phd - West Midland Pool,West Midland Pool,Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6161854,Esturary,Swan River Phd - West Midland Pool,West Midland Pool,SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,6,98,525,538,540,518,560,629,566,558,559,546,544,567,473,
6161854,Esturary,Swan River Phd - West Midland Pool,West Midland Pool,TEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,6,98,525,545,540,518,560,639,566,558,559,546,544,567,473,
6161854,Esturary,Swan River Phd - West Midland Pool,West Midland Pool,WQ_NIT_NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,57,77,75,54,38,40,41,40,37,46,52,36,25,
6161854,Esturary,Swan River Phd - West Midland Pool,West Midland Pool,WQ_NIT_AMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,77,130,86,66,47,45,39,49,49,50,55,47,35,
